3,1,5,2,1,1,1,1,3,5,1,1,1,3,3,6,1,1,1,2,3,5,1,1,6,2,5,3,1,1,2,1,3,6,1,1,4,3,5,2,1,1,3,1,3,9,1,1,6,2,5,3,1,1,1,1,3,5,1,1,3,1,5,2,1,1,4,3,5,2,1,1,1,3,3,6,1,1,2,1,3,6,1,1,3,1,3,9,1,1,1,2,3,5,1,1,3,1,3,9,1,1,2,1,3,6,1,1,1,1,3,5,1,1,3,1,5,2,1,1,1,3,3,6,1,1,4,3,5,2,1,1,1,2,3,5,1,1,6,2,5,3,1,1,1,2,3,5,1,1,2,1,3,6,1,1,4,3,5,2,1,1,1,3,3,6,1,1,6,2,5,3,1,1,3,1,3,9,1,1,3,1,5,2,1,1,1,1,3,5,1,1
1,2,3,4,1,1,3,2,3,2,1,1,1,4,5,5,1,1,3,3,5,1,1,9,4,3,5,5,1,1,1,2,3,1,1,1,5,3,3,6,1,1,6,2,5,5,1,1,4,3,5,5,1,1,3,2,3,2,1,1,1,2,3,4,1,1,5,3,3,6,1,1,1,4,5,5,1,1,1,2,3,1,1,1,6,2,5,5,1,1,3,3,5,1,1,9,6,2,5,5,1,1,1,2,3,1,1,1,3,2,3,2,1,1,1,2,3,4,1,1,1,4,5,5,1,1,5,3,3,6,1,1,3,3,5,1,1,9,4,3,5,5,1,1,3,3,5,1,1,9,1,2,3,1,1,1,5,3,3,6,1,1,1,4,5,5,1,1,4,3,5,5,1,1,6,2,5,5,1,1,1,2,3,4,1,1,3,2,3,2,1,1
1,4,5,3,1,1,6,3,5,3,1,1,6,5,5,5,1,1,1,4,3,5,1,1,4,5,3,6,1,1,5,3,5,4,1,1,4,5,3,9,1,1,6,5,5,7,1,1,4,5,3,6,1,1,6,3,5,3,1,1,1,4,5,3,1,1,4,5,3,9,1,1,6,5,5,5,1,1,5,3,5,4,1,1,6,5,5,7,1,1,1,4,3,5,1,1,6,5,5,7,1,1,5,3,5,4,1,1,6,3,5,3,1,1,1,4,5,3,1,1,6,5,5,5,1,1,4,5,3,9,1,1,1,4,3,5,1,1,4,5,3,6,1,1,1,4,3,5,1,1,5,3,5,4,1,1,4,5,3,9,1,1,6,5,5,5,1,1,4,5,3,6,1,1,6,5,5,7,1,1,1,4,5,3,1,1,6,3,5,3,1,1
2,4,3,3,1,9,6,6,5,6,1,1,4,6,3,9,1,1,4,5,5,1,1,1,6,5,3,6,1,1,4,5,5,2,1,1,4,6,5,4,1,1,3,6,3,8,1,1,6,5,3,6,1,1,6,6,5,6,1,1,2,4,3,3,1,9,4,6,5,4,1,1,4,6,3,9,1,1,4,5,5,2,1,1,3,6,3,8,1,1,4,5,5,1,1,1,3,6,3,8,1,1,4,5,5,2,1,1,6,6,5,6,1,1,2,4,3,3,1,9,4,6,3,9,1,1,4,6,5,4,1,1,4,5,5,1,1,1,6,5,3,6,1,1,4,5,5,1,1,1,4,5,5,2,1,1,4,6,5,4,1,1,4,6,3,9,1,1,6,5,3,6,1,1,3,6,3,8,1,1,2,4,3,3,1,9,6,6,5,6,1,1
4,5,3,8,1,1,4,9,5,7,1,1,1,8,5,2,1,1,5,6,5,1,1,1,1,7,5,8,1,1,4,10,3,3,1,1,1,7,3,6,1,1,6,7,3,6,1,1,1,7,5,8,1,1,4,9,5,7,1,1,4,5,3,8,1,1,1,7,3,6,1,1,1,8,5,2,1,1,4,10,3,3,1,1,6,7,3,6,1,1,5,6,5,1,1,1,6,7,3,6,1,1,4,10,3,3,1,1,4,9,5,7,1,1,4,5,3,8,1,1,1,8,5,2,1,1,1,7,3,6,1,1,5,6,5,1,1,1,1,7,5,8,1,1,5,6,5,1,1,1,4,10,3,3,1,1,1,7,3,6,1,1,1,8,5,2,1,1,1,7,5,8,1,1,6,7,3,6,1,1,4,5,3,8,1,1,4,9,5,7,1,1
3,8,3,8,1,1,2,10,3,3,1,1,5,9,3,5,1,1,4,9,3,4,1,1,2,7,3,8,1,1,5,10,5,5,1,1,6,8,5,7,1,1,4,8,3,3,1,1,2,7,3,8,1,1,2,10,3,3,1,1,3,8,3,8,1,1,6,8,5,7,1,1,5,9,3,5,1,1,5,10,5,5,1,1,4,8,3,3,1,1,4,9,3,4,1,1,4,8,3,3,1,1,5,10,5,5,1,1,2,10,3,3,1,1,3,8,3,8,1,1,5,9,3,5,1,1,6,8,5,7,1,1,4,9,3,4,1,1,2,7,3,8,1,1,4,9,3,4,1,1,5,10,5,5,1,1,6,8,5,7,1,1,5,9,3,5,1,1,2,7,3,8,1,1,4,8,3,3,1,1,3,8,3,8,1,1,2,10,3,3,1,1
6,8,3,3,1,1,6,10,5,9,1,1,5,11,3,2,1,9,2,10,5,8,1,1,5,8,3,9,1,1,6,10,5,8,1,1,3,9,3,9,1,1,5,8,5,6,1,1,5,8,3,9,1,1,6,10,5,9,1,1,6,8,3,3,1,1,3,9,3,9,1,1,5,11,3,2,1,9,6,10,5,8,1,1,5,8,5,6,1,1,2,10,5,8,1,1,5,8,5,6,1,1,6,10,5,8,1,1,6,10,5,9,1,1,6,8,3,3,1,1,5,11,3,2,1,9,3,9,3,9,1,1,2,10,5,8,1,1,5,8,3,9,1,1,2,10,5,8,1,1,6,10,5,8,1,1,3,9,3,9,1,1,5,11,3,2,1,9,5,8,3,9,1,1,5,8,5,6,1,1,6,8,3,3,1,1,6,10,5,9,1,1
6,10,5,9,1,1,1,12,3,9,1,1,3,12,5,5,1,1,2,11,5,7,1,1,1,9,5,5,1,1,2,12,3,2,1,1,5,9,5,8,1,1,3,10,5,3,1,9,1,9,5,5,1,1,1,12,3,9,1,1,6,10,5,9,1,1,5,9,5,8,1,1,3,12,5,5,1,1,2,12,3,2,1,1,3,10,5,3,1,9,2,11,5,7,1,1,3,10,5,3,1,9,2,12,3,2,1,1,1,12,3,9,1,1,6,10,5,9,1,1,3,12,5,5,1,1,5,9,5,8,1,1,2,11,5,7,1,1,1,9,5,5,1,1,2,11,5,7,1,1,2,12,3,2,1,1,5,9,5,8,1,1,3,12,5,5,1,1,1,9,5,5,1,1,3,10,5,3,1,9,6,10,5,9,1,1,1,12,3,9,1,1
1,11,5,1,1,1,7,1,3,3,1,1,5,12,3,5,1,1,3,12,3,4,1,1,8,1,3,5,1,1,11,1,3,6,1,1,8,1,3,5,1,1,4,12,5,2,1,1,8,1,3,5,1,1,7,1,3,3,1,1,1,11,5,1,1,1,8,1,3,5,1,1,5,12,3,5,1,1,11,1,3,6,1,1,4,12,5,2,1,1,3,12,3,4,1,1,4,12,5,2,1,1,11,1,3,6,1,1,7,1,3,3,1,1,1,11,5,1,1,1,5,12,3,5,1,1,8,1,3,5,1,1,3,12,3,4,1,1,8,1,3,5,1,1,3,12,3,4,1,1,11,1,3,6,1,1,8,1,3,5,1,1,5,12,3,5,1,1,8,1,3,5,1,1,4,12,5,2,1,1,1,11,5,1,1,1,7,1,3,3,1,1
7,2,5,8,1,1,8,2,5,3,1,9,10,2,3,9,1,1,12,1,3,5,1,1,9,1,3,8,1,1,9,3,5,6,1,1,7,2,5,2,1,1,8,1,3,1,1,1,9,1,3,8,1,1,8,2,5,3,1,9,7,2,5,8,1,1,7,2,5,2,1,1,10,2,3,9,1,1,9,3,5,6,1,1,8,1,3,1,1,1,12,1,3,5,1,1,8,1,3,1,1,1,9,3,5,6,1,1,8,2,5,3,1,9,7,2,5,8,1,1,10,2,3,9,1,1,7,2,5,2,1,1,12,1,3,5,1,1,9,1,3,8,1,1,12,1,3,5,1,1,9,3,5,6,1,1,7,2,5,2,1,1,10,2,3,9,1,1,9,1,3,8,1,1,8,1,3,1,1,1,7,2,5,8,1,1,8,2,5,3,1,9
