6,2,5,6,1,1,4,1,5,6,1,1,3,1,3,3,1,1,3,2,3,2,1,1,1,1,3,4,1,1,4,1,3,9,1,1,2,2,5,5,1,1,3,2,3,9,1,1,2,2,5,5,1,1,6,2,5,6,1,1,4,1,5,6,1,1,4,1,3,9,1,1,1,1,3,4,1,1,3,2,3,9,1,1,3,1,3,3,1,1,3,2,3,2,1,1,2,2,5,5,1,1,6,2,5,6,1,1,3,1,3,3,1,1,3,2,3,2,1,1,3,2,3,9,1,1,1,1,3,4,1,1,4,1,3,9,1,1,4,1,5,6,1,1,3,2,3,9,1,1,3,2,3,2,1,1,2,2,5,5,1,1,4,1,3,9,1,1,6,2,5,6,1,1,3,1,3,3,1,1,4,1,5,6,1,1,1,1,3,4,1,1
1,3,5,4,1,1,1,3,5,9,1,1,6,1,5,1,1,1,1,5,5,8,1,1,5,2,5,1,1,9,4,3,3,3,1,1,5,3,3,9,1,1,1,3,5,2,1,1,5,3,3,9,1,1,1,3,5,4,1,1,1,3,5,9,1,1,4,3,3,3,1,1,5,2,5,1,1,9,1,3,5,2,1,1,6,1,5,1,1,1,1,5,5,8,1,1,5,3,3,9,1,1,1,3,5,4,1,1,6,1,5,1,1,1,1,5,5,8,1,1,1,3,5,2,1,1,5,2,5,1,1,9,4,3,3,3,1,1,1,3,5,9,1,1,1,3,5,2,1,1,1,5,5,8,1,1,5,3,3,9,1,1,4,3,3,3,1,1,1,3,5,4,1,1,6,1,5,1,1,1,1,3,5,9,1,1,5,2,5,1,1,9
3,3,3,3,1,9,3,5,3,1,1,1,6,2,3,4,1,1,6,5,5,2,1,1,2,3,3,2,1,1,1,4,5,7,1,1,5,4,3,7,1,1,4,3,3,7,1,1,5,4,3,7,1,1,3,3,3,3,1,9,3,5,3,1,1,1,1,4,5,7,1,1,2,3,3,2,1,1,4,3,3,7,1,1,6,2,3,4,1,1,6,5,5,2,1,1,5,4,3,7,1,1,3,3,3,3,1,9,6,2,3,4,1,1,6,5,5,2,1,1,4,3,3,7,1,1,2,3,3,2,1,1,1,4,5,7,1,1,3,5,3,1,1,1,4,3,3,7,1,1,6,5,5,2,1,1,5,4,3,7,1,1,1,4,5,7,1,1,3,3,3,3,1,9,6,2,3,4,1,1,3,5,3,1,1,1,2,3,3,2,1,1
3,4,3,5,1,1,6,6,3,5,1,1,6,3,5,9,1,1,4,6,3,4,1,1,1,4,5,6,1,1,5,5,5,7,1,1,2,6,5,3,1,1,1,4,5,6,1,1,2,6,5,3,1,1,3,4,3,5,1,1,6,6,3,5,1,1,5,5,5,7,1,1,1,4,5,6,1,1,1,4,5,6,1,1,6,3,5,9,1,1,4,6,3,4,1,1,2,6,5,3,1,1,3,4,3,5,1,1,6,3,5,9,1,1,4,6,3,4,1,1,1,4,5,6,1,1,1,4,5,6,1,1,5,5,5,7,1,1,6,6,3,5,1,1,1,4,5,6,1,1,4,6,3,4,1,1,2,6,5,3,1,1,5,5,5,7,1,1,3,4,3,5,1,1,6,3,5,9,1,1,6,6,3,5,1,1,1,4,5,6,1,1
1,5,3,9,1,1,1,9,5,8,1,1,2,7,5,1,1,1,2,7,5,4,1,1,1,6,5,7,1,1,1,8,3,9,1,1,6,10,3,5,1,1,4,7,3,5,1,1,6,10,3,5,1,1,1,5,3,9,1,1,1,9,5,8,1,1,1,8,3,9,1,1,1,6,5,7,1,1,4,7,3,5,1,1,2,7,5,1,1,1,2,7,5,4,1,1,6,10,3,5,1,1,1,5,3,9,1,1,2,7,5,1,1,1,2,7,5,4,1,1,4,7,3,5,1,1,1,6,5,7,1,1,1,8,3,9,1,1,1,9,5,8,1,1,4,7,3,5,1,1,2,7,5,4,1,1,6,10,3,5,1,1,1,8,3,9,1,1,1,5,3,9,1,1,2,7,5,1,1,1,1,9,5,8,1,1,1,6,5,7,1,1
6,8,5,4,1,1,2,9,3,3,1,9,1,8,3,5,1,1,5,9,5,3,1,1,3,7,5,4,1,1,5,8,5,1,1,1,2,11,3,6,1,1,5,7,5,6,1,1,2,11,3,6,1,1,6,8,5,4,1,1,2,9,3,3,1,9,5,8,5,1,1,1,3,7,5,4,1,1,5,7,5,6,1,1,1,8,3,5,1,1,5,9,5,3,1,1,2,11,3,6,1,1,6,8,5,4,1,1,1,8,3,5,1,1,5,9,5,3,1,1,5,7,5,6,1,1,3,7,5,4,1,1,5,8,5,1,1,1,2,9,3,3,1,9,5,7,5,6,1,1,5,9,5,3,1,1,2,11,3,6,1,1,5,8,5,1,1,1,6,8,5,4,1,1,1,8,3,5,1,1,2,9,3,3,1,9,3,7,5,4,1,1
3,9,3,8,1,1,2,10,3,8,1,1,4,8,3,5,1,1,2,11,3,1,1,1,5,8,3,6,1,1,6,10,3,7,1,1,5,11,5,3,1,9,5,8,3,8,1,1,5,11,5,3,1,9,3,9,3,8,1,1,2,10,3,8,1,1,6,10,3,7,1,1,5,8,3,6,1,1,5,8,3,8,1,1,4,8,3,5,1,1,2,11,3,1,1,1,5,11,5,3,1,9,3,9,3,8,1,1,4,8,3,5,1,1,2,11,3,1,1,1,5,8,3,8,1,1,5,8,3,6,1,1,6,10,3,7,1,1,2,10,3,8,1,1,5,8,3,8,1,1,2,11,3,1,1,1,5,11,5,3,1,9,6,10,3,7,1,1,3,9,3,8,1,1,4,8,3,5,1,1,2,10,3,8,1,1,5,8,3,6,1,1
1,10,5,9,1,1,3,12,3,8,1,1,5,12,5,2,1,1,1,12,3,1,1,1,1,9,5,8,1,1,2,12,5,8,1,1,1,12,5,7,1,1,4,10,5,2,1,1,1,12,5,7,1,1,1,10,5,9,1,1,3,12,3,8,1,1,2,12,5,8,1,1,1,9,5,8,1,1,4,10,5,2,1,1,5,12,5,2,1,1,1,12,3,1,1,1,1,12,5,7,1,1,1,10,5,9,1,1,5,12,5,2,1,1,1,12,3,1,1,1,4,10,5,2,1,1,1,9,5,8,1,1,2,12,5,8,1,1,3,12,3,8,1,1,4,10,5,2,1,1,1,12,3,1,1,1,1,12,5,7,1,1,2,12,5,8,1,1,1,10,5,9,1,1,5,12,5,2,1,1,3,12,3,8,1,1,1,9,5,8,1,1
3,11,3,3,1,1,6,12,5,2,1,1,12,1,5,9,1,1,8,1,5,2,1,1,6,12,3,2,1,1,7,1,5,1,1,1,3,12,5,4,1,1,7,1,5,3,1,1,3,12,5,4,1,1,3,11,3,3,1,1,6,12,5,2,1,1,7,1,5,1,1,1,6,12,3,2,1,1,7,1,5,3,1,1,12,1,5,9,1,1,8,1,5,2,1,1,3,12,5,4,1,1,3,11,3,3,1,1,12,1,5,9,1,1,8,1,5,2,1,1,7,1,5,3,1,1,6,12,3,2,1,1,7,1,5,1,1,1,6,12,5,2,1,1,7,1,5,3,1,1,8,1,5,2,1,1,3,12,5,4,1,1,7,1,5,1,1,1,3,11,3,3,1,1,12,1,5,9,1,1,6,12,5,2,1,1,6,12,3,2,1,1
8,1,3,5,1,1,12,1,3,7,1,1,8,2,5,3,1,9,9,3,3,5,1,1,10,2,5,8,1,1,7,2,3,2,1,1,8,3,3,5,1,1,10,1,5,7,1,1,8,3,3,5,1,1,8,1,3,5,1,1,12,1,3,7,1,1,7,2,3,2,1,1,10,2,5,8,1,1,10,1,5,7,1,1,8,2,5,3,1,9,9,3,3,5,1,1,8,3,3,5,1,1,8,1,3,5,1,1,8,2,5,3,1,9,9,3,3,5,1,1,10,1,5,7,1,1,10,2,5,8,1,1,7,2,3,2,1,1,12,1,3,7,1,1,10,1,5,7,1,1,9,3,3,5,1,1,8,3,3,5,1,1,7,2,3,2,1,1,8,1,3,5,1,1,8,2,5,3,1,9,12,1,3,7,1,1,10,2,5,8,1,1
10,4,5,9,1,1,7,2,5,1,1,1,7,4,3,1,1,1,7,4,3,4,1,1,7,3,3,4,1,1,8,3,3,8,1,1,11,3,5,9,1,1,10,4,3,5,1,1,11,3,5,9,1,1,10,4,5,9,1,1,7,2,5,1,1,1,8,3,3,8,1,1,7,3,3,4,1,1,10,4,3,5,1,1,7,4,3,1,1,1,7,4,3,4,1,1,11,3,5,9,1,1,10,4,5,9,1,1,7,4,3,1,1,1,7,4,3,4,1,1,10,4,3,5,1,1,7,3,3,4,1,1,8,3,3,8,1,1,7,2,5,1,1,1,10,4,3,5,1,1,7,4,3,4,1,1,11,3,5,9,1,1,8,3,3,8,1,1,10,4,5,9,1,1,7,4,3,1,1,1,7,2,5,1,1,1,7,3,3,4,1,1
9,6,3,4,1,1,12,5,5,7,1,1,8,4,5,7,1,1,9,6,5,8,1,1,12,3,5,9,1,1,8,4,5,5,1,1,12,3,5,6,1,1,9,6,3,5,1,1,12,3,5,6,1,1,9,6,3,4,1,1,12,5,5,7,1,1,8,4,5,5,1,1,12,3,5,9,1,1,9,6,3,5,1,1,8,4,5,7,1,1,9,6,5,8,1,1,12,3,5,6,1,1,9,6,3,4,1,1,8,4,5,7,1,1,9,6,5,8,1,1,9,6,3,5,1,1,12,3,5,9,1,1,8,4,5,5,1,1,12,5,5,7,1,1,9,6,3,5,1,1,9,6,5,8,1,1,12,3,5,6,1,1,8,4,5,5,1,1,9,6,3,4,1,1,8,4,5,7,1,1,12,5,5,7,1,1,12,3,5,9,1,1
12,6,5,1,1,1,7,6,3,6,1,1,12,5,3,2,1,1,8,7,5,5,1,1,11,6,3,1,1,1,11,4,3,2,1,9,12,4,3,3,1,1,7,7,5,4,1,1,12,4,3,3,1,1,12,6,5,1,1,1,7,6,3,6,1,1,11,4,3,2,1,9,11,6,3,1,1,1,7,7,5,4,1,1,12,5,3,2,1,1,8,7,5,5,1,1,12,4,3,3,1,1,12,6,5,1,1,1,12,5,3,2,1,1,8,7,5,5,1,1,7,7,5,4,1,1,11,6,3,1,1,1,11,4,3,2,1,9,7,6,3,6,1,1,7,7,5,4,1,1,8,7,5,5,1,1,12,4,3,3,1,1,11,4,3,2,1,9,12,6,5,1,1,1,12,5,3,2,1,1,7,6,3,6,1,1,11,6,3,1,1,1
12,7,5,7,1,1,11,7,5,5,1,1,7,8,3,2,1,1,11,8,3,1,1,9,7,7,3,1,1,1,9,7,3,2,1,1,10,7,3,3,1,1,9,7,5,8,1,1,10,7,3,3,1,1,12,7,5,7,1,1,11,7,5,5,1,1,9,7,3,2,1,1,7,7,3,1,1,1,9,7,5,8,1,1,7,8,3,2,1,1,11,8,3,1,1,9,10,7,3,3,1,1,12,7,5,7,1,1,7,8,3,2,1,1,11,8,3,1,1,9,9,7,5,8,1,1,7,7,3,1,1,1,9,7,3,2,1,1,11,7,5,5,1,1,9,7,5,8,1,1,11,8,3,1,1,9,10,7,3,3,1,1,9,7,3,2,1,1,12,7,5,7,1,1,7,8,3,2,1,1,11,7,5,5,1,1,7,7,3,1,1,1
12,8,3,3,1,1,7,8,3,2,1,1,8,8,5,3,1,1,12,8,3,9,1,1,10,7,5,9,1,1,11,10,5,7,1,1,12,8,3,1,1,1,11,7,3,2,1,1,12,8,3,1,1,1,12,8,3,3,1,1,7,8,3,2,1,1,11,10,5,7,1,1,10,7,5,9,1,1,11,7,3,2,1,1,8,8,5,3,1,1,12,8,3,9,1,1,12,8,3,1,1,1,12,8,3,3,1,1,8,8,5,3,1,1,12,8,3,9,1,1,11,7,3,2,1,1,10,7,5,9,1,1,11,10,5,7,1,1,7,8,3,2,1,1,11,7,3,2,1,1,12,8,3,9,1,1,12,8,3,1,1,1,11,10,5,7,1,1,12,8,3,3,1,1,8,8,5,3,1,1,7,8,3,2,1,1,10,7,5,9,1,1
