1,1,1,3,2,2
1,1,2,2,4,4
1,1,3,4,3,3
1,1,4,1,4,4
1,1,5,2,3,3
1,1,6,1,2,2
1,1,7,4,1,1
1,1,8,3,4,4
1,1,9,3,3,3
1,1,10,2,2,2
1,1,11,2,1,1
1,1,12,4,4,4
1,1,13,1,1,1
1,1,14,4,2,2
1,1,15,3,1,1
1,1,16,1,3,3
1,2,1,4,5,1
1,2,2,4,8,4
1,2,3,3,6,2
1,2,4,2,8,4
1,2,5,1,6,2
1,2,6,3,5,1
1,2,7,4,6,2
1,2,8,4,7,3
1,2,9,2,6,2
1,2,10,2,7,3
1,2,11,1,5,1
1,2,12,1,8,4
1,2,13,1,7,3
1,2,14,2,5,1
1,2,15,3,8,4
1,2,16,3,7,3
1,3,1,4,9,1
1,3,2,4,10,2
1,3,3,3,12,4
1,3,4,1,10,2
1,3,5,1,12,4
1,3,6,3,9,1
1,3,7,4,11,3
1,3,8,2,12,4
1,3,9,1,11,3
1,3,10,2,9,1
1,3,11,4,12,4
1,3,12,2,10,2
1,3,13,3,11,3
1,3,14,3,10,2
1,3,15,2,11,3
1,3,16,1,9,1
1,4,1,1,16,4
1,4,2,1,13,1
1,4,3,3,14,2
1,4,4,1,15,3
1,4,5,3,13,1
1,4,6,2,16,4
1,4,7,4,14,2
1,4,8,4,16,4
1,4,9,4,15,3
1,4,10,2,14,2
1,4,11,2,13,1
1,4,12,2,15,3
1,4,13,4,13,1
1,4,14,1,14,2
1,4,15,3,15,3
1,4,16,3,16,4
1,5,1,1,18,2
1,5,2,3,20,4
1,5,3,3,18,2
1,5,4,2,19,3
1,5,5,4,20,4
1,5,6,4,18,2
1,5,7,3,19,3
1,5,8,3,17,1
1,5,9,1,19,3
1,5,10,4,17,1
1,5,11,1,20,4
1,5,12,2,17,1
1,5,13,2,18,2
1,5,14,4,19,3
1,5,15,2,20,4
1,5,16,1,17,1
1,6,1,2,23,3
1,6,2,4,24,4
1,6,3,4,22,2
1,6,4,1,23,3
1,6,5,3,22,2
1,6,6,2,21,1
1,6,7,3,23,3
1,6,8,1,21,1
1,6,9,1,22,2
1,6,10,2,24,4
1,6,11,4,21,1
1,6,12,3,24,4
1,6,13,2,22,2
1,6,14,3,21,1
1,6,15,4,23,3
1,6,16,1,24,4
1,7,1,2,27,3
1,7,2,3,28,4
1,7,3,3,27,3
1,7,4,4,26,2
1,7,5,2,28,4
1,7,6,1,26,2
1,7,7,1,25,1
1,7,8,2,26,2
1,7,9,4,27,3
1,7,10,2,25,1
1,7,11,1,27,3
1,7,12,4,28,4
1,7,13,4,25,1
1,7,14,3,26,2
1,7,15,1,28,4
1,7,16,3,25,1
1,8,1,4,32,4
1,8,2,2,29,1
1,8,3,4,31,3
1,8,4,1,30,2
1,8,5,1,32,4
1,8,6,1,31,3
1,8,7,3,29,1
1,8,8,2,31,3
1,8,9,2,30,2
1,8,10,1,29,1
1,8,11,4,30,2
1,8,12,2,32,4
1,8,13,3,31,3
1,8,14,4,29,1
1,8,15,3,32,4
1,8,16,3,30,2
1,9,1,1,35,3
1,9,2,1,33,1
1,9,3,2,34,2
1,9,4,1,36,4
1,9,5,3,33,1
1,9,6,4,34,2
1,9,7,4,33,1
1,9,8,3,35,3
1,9,9,3,36,4
1,9,10,1,34,2
1,9,11,2,36,4
1,9,12,2,33,1
1,9,13,3,34,2
1,9,14,4,35,3
1,9,15,4,36,4
1,9,16,2,35,3
1,10,1,4,38,2
1,10,2,4,37,1
1,10,3,4,39,3
1,10,4,4,40,4
1,10,5,2,38,2
1,10,6,2,39,3
1,10,7,2,40,4
1,10,8,2,37,1
1,10,9,3,40,4
1,10,10,1,37,1
1,10,11,1,40,4
1,10,12,3,39,3
1,10,13,1,38,2
1,10,14,3,37,1
1,10,15,1,39,3
1,10,16,3,38,2
1,11,1,4,43,3
1,11,2,4,44,4
1,11,3,2,42,2
1,11,4,2,41,1
1,11,5,3,44,4
1,11,6,3,43,3
1,11,7,3,42,2
1,11,8,3,41,1
1,11,9,1,43,3
1,11,10,2,44,4
1,11,11,1,42,2
1,11,12,1,44,4
1,11,13,2,43,3
1,11,14,4,41,1
1,11,15,4,42,2
1,11,16,1,41,1
1,12,1,3,46,2
1,12,2,3,48,4
1,12,3,4,47,3
1,12,4,4,45,1
1,12,5,4,46,2
1,12,6,3,45,1
1,12,7,2,46,2
1,12,8,1,48,4
1,12,9,1,45,1
1,12,10,1,47,3
1,12,11,1,46,2
1,12,12,2,48,4
1,12,13,2,47,3
1,12,14,2,45,1
1,12,15,3,47,3
1,12,16,4,48,4
1,13,1,4,49,1
1,13,2,4,51,3
1,13,3,2,49,1
1,13,4,2,51,3
1,13,5,4,50,2
1,13,6,1,49,1
1,13,7,3,51,3
1,13,8,3,52,4
1,13,9,1,50,2
1,13,10,1,52,4
1,13,11,2,50,2
1,13,12,2,52,4
1,13,13,3,49,1
1,13,14,4,52,4
1,13,15,3,50,2
1,13,16,1,51,3
1,14,1,1,53,1
1,14,2,2,54,2
1,14,3,2,53,1
1,14,4,1,56,4
1,14,5,1,54,2
1,14,6,4,55,3
1,14,7,2,56,4
1,14,8,4,53,1
1,14,9,4,56,4
1,14,10,2,55,3
1,14,11,4,54,2
1,14,12,3,55,3
1,14,13,3,54,2
1,14,14,3,53,1
1,14,15,1,55,3
1,14,16,3,56,4
1,15,1,4,59,3
1,15,2,2,60,4
1,15,3,3,58,2
1,15,4,3,57,1
1,15,5,4,58,2
1,15,6,3,60,4
1,15,7,1,59,3
1,15,8,4,60,4
1,15,9,4,57,1
1,15,10,2,58,2
1,15,11,2,59,3
1,15,12,1,57,1
1,15,13,1,58,2
1,15,14,3,59,3
1,15,15,1,60,4
1,15,16,2,57,1
1,16,1,1,62,2
1,16,2,2,61,1
1,16,3,3,63,3
