1,1,1,2,2,2
1,1,2,4,4,4
1,1,3,1,2,2
1,1,4,1,1,1
1,1,5,1,4,4
1,1,6,3,1,1
1,1,7,4,2,2
1,1,8,4,1,1
1,1,9,4,3,3
1,1,10,3,2,2
1,1,11,1,3,3
1,1,12,2,1,1
1,1,13,2,4,4
1,1,14,3,3,3
1,1,15,3,4,4
1,1,16,2,3,3
1,2,1,4,8,4
1,2,2,4,7,3
1,2,3,1,5,1
1,2,4,1,8,4
1,2,5,2,6,2
1,2,6,2,8,4
1,2,7,4,5,1
1,2,8,1,6,2
1,2,9,3,7,3
1,2,10,3,8,4
1,2,11,4,6,2
1,2,12,2,7,3
1,2,13,3,6,2
1,2,14,3,5,1
1,2,15,1,7,3
1,2,16,2,5,1
1,3,1,3,11,3
1,3,2,1,9,1
1,3,3,4,12,4
1,3,4,4,11,3
1,3,5,2,10,2
1,3,6,1,12,4
1,3,7,1,10,2
1,3,8,2,9,1
1,3,9,2,12,4
1,3,10,4,10,2
1,3,11,3,12,4
1,3,12,2,11,3
1,3,13,4,9,1
1,3,14,1,11,3
1,3,15,3,9,1
1,3,16,3,10,2
1,4,1,1,13,1
1,4,2,4,16,4
1,4,3,3,14,2
1,4,4,1,15,3
1,4,5,3,13,1
1,4,6,2,14,2
1,4,7,2,16,4
1,4,8,4,14,2
1,4,9,1,16,4
1,4,10,3,15,3
1,4,11,3,16,4
1,4,12,2,13,1
1,4,13,4,15,3
1,4,14,1,14,2
1,4,15,4,13,1
1,4,16,2,15,3
1,5,1,4,18,2
1,5,2,2,19,3
1,5,3,4,17,1
1,5,4,2,18,2
1,5,5,3,17,1
1,5,6,1,19,3
1,5,7,3,20,4
1,5,8,3,19,3
1,5,9,1,18,2
1,5,10,1,20,4
1,5,11,2,17,1
1,5,12,2,20,4
1,5,13,3,18,2
1,5,14,1,17,1
1,5,15,4,20,4
1,5,16,4,19,3
1,6,1,3,22,2
1,6,2,4,24,4
1,6,3,3,21,1
1,6,4,2,22,2
1,6,5,1,21,1
1,6,6,4,23,3
1,6,7,2,21,1
1,6,8,2,24,4
1,6,9,4,21,1
1,6,10,3,23,3
1,6,11,1,22,2
1,6,12,1,23,3
1,6,13,1,24,4
1,6,14,4,22,2
1,6,15,3,24,4
1,6,16,2,23,3
