1,1,1,1,4,4
1,1,2,2,2,2
1,1,3,1,1,1
1,1,4,1,3,3
1,1,5,1,2,2
1,1,6,2,3,3
1,1,7,2,1,1
1,1,8,2,4,4
1,2,1,1,6,2
1,2,2,2,5,1
1,2,3,2,8,4
1,2,4,1,5,1
1,2,5,1,8,4
1,2,6,2,7,3
1,2,7,2,6,2
1,2,8,1,7,3
1,3,1,2,10,2
1,3,2,2,11,3
1,3,3,1,12,4
1,3,4,1,9,1
1,3,5,1,10,2
1,3,6,1,11,3
1,3,7,2,9,1
1,3,8,2,12,4
1,4,1,2,13,1
1,4,2,2,14,2
1,4,3,2,15,3
1,4,4,1,16,4
1,4,5,1,15,3
1,4,6,1,14,2
1,4,7,1,13,1
1,4,8,2,16,4
1,5,1,2,17,1
1,5,2,2,19,3
1,5,3,2,20,4
1,5,4,1,18,2
1,5,5,1,17,1
1,5,6,1,20,4
1,5,7,1,19,3
1,5,8,2,18,2
1,6,1,1,24,4
1,6,2,2,21,1
1,6,3,1,22,2
1,6,4,2,23,3
1,6,5,2,22,2
1,6,6,1,21,1
1,6,7,2,24,4
1,6,8,1,23,3
1,7,1,2,28,4
1,7,2,1,27,3
1,7,3,1,26,2
1,7,4,1,28,4
1,7,5,2,26,2
1,7,6,2,25,1
1,7,7,2,27,3
1,7,8,1,25,1
1,8,1,1,30,2
1,8,2,2,29,1
1,8,3,1,31,3
1,8,4,1,32,4
1,8,5,2,31,3
1,8,6,1,29,1
1,8,7,2,32,4
1,8,8,2,30,2
1,9,1,2,33,1
1,9,2,1,35,3
1,9,3,2,36,4
1,9,4,1,34,2
1,9,5,1,36,4
1,9,6,1,33,1
1,9,7,2,34,2
1,9,8,2,35,3
1,10,1,2,37,1
1,10,2,2,40,4
1,10,3,1,38,2
1,10,4,1,37,1
1,10,5,2,39,3
1,10,6,1,40,4
1,10,7,1,39,3
1,10,8,2,38,2
1,11,1,2,43,3
1,11,2,1,41,1
1,11,3,2,42,2
1,11,4,1,44,4
1,11,5,1,43,3
1,11,6,2,41,1
1,11,7,1,42,2
1,11,8,2,44,4
1,12,1,2,47,3
1,12,2,2,46,2
1,12,3,1,48,4
1,12,4,2,45,1
1,12,5,1,47,3
1,12,6,1,45,1
1,12,7,1,46,2
1,12,8,2,48,4
1,13,1,2,50,2
1,13,2,1,51,3
1,13,3,1,49,1
1,13,4,2,52,4
1,13,5,2,49,1
1,13,6,1,50,2
1,13,7,2,51,3
1,13,8,1,52,4
1,14,1,1,55,3
1,14,2,1,53,1
1,14,3,2,55,3
1,14,4,2,53,1
1,14,5,1,54,2
1,14,6,2,56,4
1,14,7,2,54,2
1,14,8,1,56,4
1,15,1,2,59,3
1,15,2,1,60,4
1,15,3,1,59,3
1,15,4,2,57,1
1,15,5,1,58,2
1,15,6,1,57,1
